time_start,time_end,Source,Target
197720,197740,1205,1352
197740,197760,1205,1352
197840,197860,1362,1625
197900,197920,1362,1625
198000,198020,1362,1625
198020,198040,1362,1625
198080,198100,1109,1625
198100,198120,1109,1625
198120,198140,1362,1625
198120,198140,1109,1625
198140,198160,1362,1625
198160,198180,1362,1625
198160,198180,1109,1625
198180,198200,1362,1625
198180,198200,1109,1625
198200,198220,1362,1625
198220,198240,1362,1625
198280,198300,1109,1205
198280,198300,1109,1362
198300,198320,1362,1625
198300,198320,1109,1625
198320,198340,1362,1625
198320,198340,1109,1362
198320,198340,1109,1625
198340,198360,1362,1625
198340,198360,1109,1625
198360,198380,1362,1625
198360,198380,1109,1625
198380,198400,1362,1625
198380,198400,1109,1625
198400,198420,1362,1625
198400,198420,1109,1625
198420,198440,1362,1625
198420,198440,1109,1362
198420,198440,1109,1625
198440,198460,1109,1362
198440,198460,1109,1625
198500,198520,1362,1625
198500,198520,1109,1625
198520,198540,1362,1625
198540,198560,1362,1625
198560,198580,1362,1625
198560,198580,1109,1362
198580,198600,1362,1625
198580,198600,1109,1362
198580,198600,1109,1625
198600,198620,1362,1625
198600,198620,1109,1362
198600,198620,1109,1625
198620,198640,1109,1362
198640,198660,1362,1625
198640,198660,1109,1362
198640,198660,1109,1625
198660,198680,1362,1625
198660,198680,1109,1362
198660,198680,1109,1625
198680,198700,1362,1625
198680,198700,1109,1362
198680,198700,1205,1385
198680,198700,1109,1625
198700,198720,1362,1625
198700,198720,1109,1625
198740,198760,1109,1383
198800,198820,1109,1625
198820,198840,1109,1625
198860,198880,1109,1625
198880,198900,1109,1625
198900,198920,1383,1625
198900,198920,1109,1625
198920,198940,1383,1625
198920,198940,1109,1625
198960,198980,1109,1702
199060,199080,1109,1625
199080,199100,1109,1625
199120,199140,1625,1702
199120,199140,1109,1625
199140,199160,1109,1625
199180,199200,1109,1625
199220,199240,1142,1307
199220,199240,1109,1625
199240,199260,1142,1205
199260,199280,1625,1702
199260,199280,1142,1205
199260,199280,1109,1625
199280,199300,1625,1702
199280,199300,1142,1205
199280,199300,1109,1625
199300,199320,1625,1702
199300,199320,1109,1625
199320,199340,1625,1702
199320,199340,1109,1625
199340,199360,1625,1702
199340,199360,1109,1625
199360,199380,1625,1702
199360,199380,1142,1205
199360,199380,1109,1625
199480,199500,1205,1378
199480,199500,1109,1625
199500,199520,1109,1625
199540,199560,1109,1625
199560,199580,1109,1625
199580,199600,1109,1625
199620,199640,1109,1625
199640,199660,1142,1702
199640,199660,1109,1625
199660,199680,1142,1625
199660,199680,1109,1625
199740,199760,1205,1391
199760,199780,1109,1365
199760,199780,1109,1142
199780,199800,1109,1365
199780,199800,1205,1625
199860,199880,1109,1401
199920,199940,1109,1401
199940,199960,1109,1401
199960,199980,1109,1625
200020,200040,1109,1401
200020,200040,1109,1142
200020,200040,1109,1625
200040,200060,1365,1625
200040,200060,1109,1401
200040,200060,1109,1142
200060,200080,1365,1625
200100,200120,1109,1401
200120,200140,1109,1401
200120,200140,1109,1142
200120,200140,1109,1625
200140,200160,1109,1401
200140,200160,1109,1142
200140,200160,1109,1625
200160,200180,1109,1401
200180,200200,1109,1401
200180,200200,1109,1625
200200,200220,1401,1625
200200,200220,1109,1625
200220,200240,1109,1401
200220,200240,1109,1625
200240,200260,1109,1401
200240,200260,1109,1625
200260,200280,1401,1625
200280,200300,1401,1625
200320,200340,1365,1625
200320,200340,1109,1401
200320,200340,1109,1625
200340,200360,1109,1401
200360,200380,1109,1625
200400,200420,1142,1205
200420,200440,1142,1205
200780,200800,1109,1205
200780,200800,1109,1625
200860,200880,1205,1625
200960,200980,1205,1625
201000,201020,1205,1625
201100,201120,1205,1625
201180,201200,1109,1625
201200,201220,1205,1625
201580,201600,1109,1625
201600,201620,1109,1625
201960,201980,1109,1625
201980,202000,1362,1625
201980,202000,1109,1625
202020,202040,1109,1625
202040,202060,1362,1625
202060,202080,1109,1362
202080,202100,1362,1625
202100,202120,1362,1625
202100,202120,1109,1362
202100,202120,1109,1625
202160,202180,1613,1485
202160,202180,1205,1485
202180,202200,1613,1485
202180,202200,1205,1613
202200,202220,1613,1625
202220,202240,1613,1485
202220,202240,1613,1625
202220,202240,1205,1625
202220,202240,1142,1485
202240,202260,1613,1485
202240,202260,1613,1625
202240,202260,1142,1485
202280,202300,1613,1485
202280,202300,1205,1485
202280,202300,1142,1485
202300,202320,1613,1485
202320,202340,1613,1485
202320,202340,1613,1625
202340,202360,1613,1485
202340,202360,1613,1625
202360,202380,1613,1485
202380,202400,1613,1485
202400,202420,1613,1485
202420,202440,1613,1485
202440,202460,1613,1485
202460,202480,1613,1485
202480,202500,1613,1485
202500,202520,1613,1625
202520,202540,1613,1485
202520,202540,1613,1625
202540,202560,1613,1625
202560,202580,1613,1625
202580,202600,1613,1625
202600,202620,1613,1625
202620,202640,1613,1485
202620,202640,1613,1625
202640,202660,1613,1625
202700,202720,1613,1485
202740,202760,1613,1485
202760,202780,1613,1485
202760,202780,1613,1625
202760,202780,1142,1625
202840,202860,1613,1485
202860,202880,1613,1485
202880,202900,1613,1485
202920,202940,1613,1485
202920,202940,1109,1142
202940,202960,1613,1485
202940,202960,1109,1142
202960,202980,1613,1485
202980,203000,1613,1485
203000,203020,1613,1485
203000,203020,1109,1142
203020,203040,1613,1485
203020,203040,1109,1142
203040,203060,1613,1485
203060,203080,1613,1485
203080,203100,1613,1485
203080,203100,1613,1625
203080,203100,1625,1485
203580,203600,1613,1485
203680,203700,1613,1485
203700,203720,1613,1485
203780,203800,1613,1485
203880,203900,1613,1485
204100,204120,1613,1485
204820,204840,1613,1485
205360,205380,1307,1613
205380,205400,1307,1613
205420,205440,1307,1613
205480,205500,1307,1485
205500,205520,1307,1485
205520,205540,1307,1485
205540,205560,1307,1613
205560,205580,1307,1613
205580,205600,1378,1613
205660,205680,1416,1613
205800,205820,1613,1701
205820,205840,1613,1485
205820,205840,1613,1701
205860,205880,1613,1485
205860,205880,1613,1701
205900,205920,1391,1613
205920,205940,1391,1613
205940,205960,1391,1613
205940,205960,1391,1485
205960,205980,1613,1485
205960,205980,1391,1613
205960,205980,1391,1485
205980,206000,1613,1485
205980,206000,1391,1613
206000,206020,1613,1485
206000,206020,1391,1613
206000,206020,1391,1485
206020,206040,1391,1613
206060,206080,1613,1701
206080,206100,1613,1701
206100,206120,1362,1613
206120,206140,1362,1485
206120,206140,1613,1485
206120,206140,1362,1613
206140,206160,1362,1485
206140,206160,1362,1613
206160,206180,1362,1485
206180,206200,1362,1485
206200,206220,1362,1485
206200,206220,1613,1485
206200,206220,1362,1613
206220,206240,1362,1485
206220,206240,1613,1485
206240,206260,1362,1485
206240,206260,1613,1485
206240,206260,1362,1613
206260,206280,1362,1485
206260,206280,1362,1613
206300,206320,1362,1485
206300,206320,1613,1485
206300,206320,1362,1613
206320,206340,1362,1485
206320,206340,1613,1485
206320,206340,1362,1613
206340,206360,1362,1485
206340,206360,1613,1485
206400,206420,1613,1485
206420,206440,1613,1485
206440,206460,1613,1485
206460,206480,1613,1485
206480,206500,1613,1485
206500,206520,1383,1613
206520,206540,1485,1702
206600,206620,1416,1613
206620,206640,1385,1613
206660,206680,1385,1613
206720,206740,1352,1485
206720,206740,1385,1613
206800,206820,1352,1485
206800,206820,1352,1613
206820,206840,1613,1485
206820,206840,1352,1485
206840,206860,1613,1485
206840,206860,1352,1485
206840,206860,1352,1613
206860,206880,1613,1485
206860,206880,1352,1485
206860,206880,1352,1613
206880,206900,1613,1485
206880,206900,1352,1613
206900,206920,1352,1613
206940,206960,1613,1485
206980,207000,1401,1613
207000,207020,1401,1613
207040,207060,1613,1485
207040,207060,1401,1485
207040,207060,1401,1613
207060,207080,1613,1485
207060,207080,1401,1613
207080,207100,1613,1485
207080,207100,1401,1613
207100,207120,1613,1485
207100,207120,1401,1613
207120,207140,1613,1485
207120,207140,1401,1613
207140,207160,1613,1485
207140,207160,1401,1613
207160,207180,1613,1485
207160,207180,1401,1613
207180,207200,1613,1485
207180,207200,1401,1485
207180,207200,1401,1613
207200,207220,1613,1485
207200,207220,1401,1485
207200,207220,1401,1613
207200,207220,1365,1485
207320,207340,1613,1485
207340,207360,1613,1485
207340,207360,1485,1702
207360,207380,1613,1485
207360,207380,1485,1702
207380,207400,1613,1702
207580,207600,1613,1485
207680,207700,1613,1485
207720,207740,1613,1485
207920,207940,1613,1485
207960,207980,1613,1485
208120,208140,1613,1485
208140,208160,1613,1485
208180,208200,1613,1485
208200,208220,1613,1485
208220,208240,1613,1485
208240,208260,1613,1485
208260,208280,1613,1485
208280,208300,1613,1485
208300,208320,1613,1485
208320,208340,1613,1485
208380,208400,1613,1625
208420,208440,1613,1485
208540,208560,1613,1485
208760,208780,1613,1485
208960,208980,1613,1485
209060,209080,1613,1485
209060,209080,1365,1613
209080,209100,1613,1485
209080,209100,1365,1613
209080,209100,1365,1485
209100,209120,1613,1485
209100,209120,1365,1485
209160,209180,1613,1485
209160,209180,1365,1613
209160,209180,1365,1485
209180,209200,1613,1485
209180,209200,1365,1613
209180,209200,1365,1485
209200,209220,1613,1485
209220,209240,1613,1485
209240,209260,1613,1485
209240,209260,1365,1485
209260,209280,1613,1485
209260,209280,1365,1485
209280,209300,1613,1485
209280,209300,1365,1613
209300,209320,1613,1485
209300,209320,1365,1485
209320,209340,1365,1613
209320,209340,1365,1485
209340,209360,1365,1613
210840,210860,1613,1485
210960,210980,1613,1485
210980,211000,1613,1485
211000,211020,1613,1485
216200,216220,1307,1485
221820,221840,1416,1613
221840,221860,1416,1613
221860,221880,1416,1613
221880,221900,1416,1613
221920,221940,1416,1613
221940,221960,1416,1613
221960,221980,1416,1613
221980,222000,1416,1613
222180,222200,1416,1613
222200,222220,1416,1613
222220,222240,1416,1613
222400,222420,1416,1613
222420,222440,1416,1613
222440,222460,1416,1613
222460,222480,1416,1485
222460,222480,1416,1613
222480,222500,1416,1613
222600,222620,1613,1485
222700,222720,1613,1485
222720,222740,1613,1485
222740,222760,1613,1485
222780,222800,1613,1485
222840,222860,1613,1485
222860,222880,1613,1485
222900,222920,1613,1485
222920,222940,1613,1485
223000,223020,1613,1485
223040,223060,1613,1485
223100,223120,1613,1485
223120,223140,1613,1485
223140,223160,1613,1485
223180,223200,1613,1485
223300,223320,1416,1613
223320,223340,1416,1613
223340,223360,1416,1613
223360,223380,1416,1613
223380,223400,1416,1613
223400,223420,1416,1613
223420,223440,1416,1613
223540,223560,1613,1625
223860,223880,1613,1485
224240,224260,1613,1485
225680,225700,1613,1485
225900,225920,1613,1485
225940,225960,1613,1485
225960,225980,1613,1485
225980,226000,1613,1485
226040,226060,1613,1485
226060,226080,1613,1485
226100,226120,1613,1485
226120,226140,1613,1485
226140,226160,1613,1485
226540,226560,1613,1485
226560,226580,1613,1485
226580,226600,1613,1485
226680,226700,1613,1485
226720,226740,1613,1485
230980,231000,1613,1485
231500,231520,1613,1485
231540,231560,1613,1485
231600,231620,1613,1485
231640,231660,1352,1485
231700,231720,1365,1613
231720,231740,1613,1485
231720,231740,1365,1613
231720,231740,1365,1485
231740,231760,1613,1485
231740,231760,1365,1485
231760,231780,1613,1485
231760,231780,1365,1613
231760,231780,1365,1485
231780,231800,1613,1485
231800,231820,1613,1485
231800,231820,1363,1485
231840,231860,1613,1485
231860,231880,1613,1485
231880,231900,1613,1485
231880,231900,1363,1485
231900,231920,1613,1485
231920,231940,1613,1485
231980,232000,1613,1485
231980,232000,1352,1485
231980,232000,1352,1613
232000,232020,1613,1485
232020,232040,1613,1485
232020,232040,1401,1613
232040,232060,1613,1485
232040,232060,1401,1485
232040,232060,1401,1613
232060,232080,1613,1485
232060,232080,1401,1485
232060,232080,1401,1613
232080,232100,1613,1485
232080,232100,1401,1613
232100,232120,1613,1485
232100,232120,1401,1613
232120,232140,1613,1485
232120,232140,1401,1613
232140,232160,1613,1485
232140,232160,1401,1485
232140,232160,1401,1613
232160,232180,1613,1485
232160,232180,1401,1613
232180,232200,1613,1485
232180,232200,1401,1613
232200,232220,1613,1485
232220,232240,1613,1485
232240,232260,1613,1485
232240,232260,1485,1702
232260,232280,1613,1485
232260,232280,1485,1702
232280,232300,1613,1485
232300,232320,1613,1485
232320,232340,1613,1485
232320,232340,1391,1613
232340,232360,1613,1485
232340,232360,1391,1613
232340,232360,1391,1485
232360,232380,1613,1485
232360,232380,1391,1613
232360,232380,1391,1485
232380,232400,1391,1613
232400,232420,1391,1613
232420,232440,1391,1613
232440,232460,1613,1485
232460,232480,1613,1485
232480,232500,1613,1485
232500,232520,1613,1485
232520,232540,1613,1485
232540,232560,1613,1485
232540,232560,1383,1485
232560,232580,1613,1485
232580,232600,1613,1485
232580,232600,1383,1485
232600,232620,1613,1485
232620,232640,1362,1613
232640,232660,1362,1485
232640,232660,1613,1485
232640,232660,1362,1613
232660,232680,1362,1485
232660,232680,1613,1485
232680,232700,1362,1485
232680,232700,1613,1485
232680,232700,1362,1613
232700,232720,1362,1485
232700,232720,1613,1485
232700,232720,1362,1613
232720,232740,1613,1485
232800,232820,1613,1485
232820,232840,1378,1485
232840,232860,1378,1485
232880,232900,1416,1613
232900,232920,1416,1613
232900,232920,1378,1613
232920,232940,1307,1613
232940,232960,1378,1485
232960,232980,1613,1485
232960,232980,1307,1613
232980,233000,1613,1485
232980,233000,1307,1613
233000,233020,1613,1485
233000,233020,1307,1613
233020,233040,1613,1485
233020,233040,1307,1613
233020,233040,1378,1613
233040,233060,1613,1485
233060,233080,1416,1613
233120,233140,1416,1613
233140,233160,1613,1485
233140,233160,1416,1485
233300,233320,1613,1485
233540,233560,1613,1485
233740,233760,1613,1625
234660,234680,1385,1613
234700,234720,1385,1613
234800,234820,1385,1613
234960,234980,1613,1485
234980,235000,1613,1485
235740,235760,1205,1210
235800,235820,1613,1485
235820,235840,1613,1485
235840,235860,1613,1485
235860,235880,1613,1485
235880,235900,1613,1485
235900,235920,1613,1485
235920,235940,1613,1485
235940,235960,1613,1485
235960,235980,1613,1485
235980,236000,1613,1485
236000,236020,1613,1485
236020,236040,1613,1485
236040,236060,1613,1485
236060,236080,1613,1485
236080,236100,1613,1485
236100,236120,1613,1485
236120,236140,1613,1485
236120,236140,1210,1625
236140,236160,1613,1485
236160,236180,1613,1485
236160,236180,1205,1210
236180,236200,1613,1485
236180,236200,1205,1210
236200,236220,1613,1485
236220,236240,1613,1485
236220,236240,1205,1625
236220,236240,1205,1210
236240,236260,1613,1485
236240,236260,1205,1210
236260,236280,1613,1485
236280,236300,1613,1485
236300,236320,1613,1485
236300,236320,1210,1625
236320,236340,1613,1485
236320,236340,1210,1625
236340,236360,1613,1485
236360,236380,1613,1485
236380,236400,1613,1485
236380,236400,1210,1625
236400,236420,1613,1485
236420,236440,1613,1485
236440,236460,1613,1485
236460,236480,1613,1485
236480,236500,1613,1485
236480,236500,1210,1625
236500,236520,1613,1485
236520,236540,1613,1485
236520,236540,1210,1625
236540,236560,1613,1485
236540,236560,1210,1625
236560,236580,1613,1485
236560,236580,1210,1625
236580,236600,1613,1485
236600,236620,1613,1485
236600,236620,1210,1625
236620,236640,1613,1485
236620,236640,1210,1625
236640,236660,1613,1485
236640,236660,1193,1658
236640,236660,1181,1625
236640,236660,1210,1625
236660,236680,1613,1485
236660,236680,1181,1210
236680,236700,1613,1485
236680,236700,1193,1658
236700,236720,1613,1485
236720,236740,1613,1485
236740,236760,1613,1485
236760,236780,1613,1485
236760,236780,1193,1210
236760,236780,1193,1625
236780,236800,1613,1485
236780,236800,1193,1485
236780,236800,1115,1295
236780,236800,1193,1625
236800,236820,1613,1485
236820,236840,1613,1485
236820,236840,1193,1485
236840,236860,1613,1485
236840,236860,1193,1485
236860,236880,1613,1485
236860,236880,1193,1485
236860,236880,1115,1295
236880,236900,1613,1485
236880,236900,1193,1485
236880,236900,1115,1658
236900,236920,1613,1485
236900,236920,1115,1193
236900,236920,1193,1485
236900,236920,1193,1613
236920,236940,1613,1485
236920,236940,1193,1485
236940,236960,1613,1485
236940,236960,1193,1485
236960,236980,1613,1485
236960,236980,1193,1613
236980,237000,1613,1485
236980,237000,1193,1613
236980,237000,1193,1625
237000,237020,1613,1485
237000,237020,1193,1485
237000,237020,1115,1295
237000,237020,1193,1613
237020,237040,1613,1485
237020,237040,1193,1613
237040,237060,1613,1485
237040,237060,1115,1658
237060,237080,1613,1485
237060,237080,1193,1485
237060,237080,1193,1613
237080,237100,1613,1485
237080,237100,1193,1613
237100,237120,1613,1485
237100,237120,1193,1613
237120,237140,1115,1210
237120,237140,1613,1485
237120,237140,1193,1485
237120,237140,1193,1613
237140,237160,1613,1485
237140,237160,1193,1485
237140,237160,1193,1613
237160,237180,1613,1485
237160,237180,1193,1485
237160,237180,1115,1625
237160,237180,1193,1613
237180,237200,1613,1485
237180,237200,1115,1193
237180,237200,1193,1485
237180,237200,1115,1625
237180,237200,1193,1613
237180,237200,1210,1625
237200,237220,1115,1210
237200,237220,1613,1485
237200,237220,1115,1193
237220,237240,1613,1485
237240,237260,1613,1485
237240,237260,1365,1658
237240,237260,1115,1625
237260,237280,1613,1485
237260,237280,1115,1625
237280,237300,1613,1485
237280,237300,1115,1193
237280,237300,1115,1625
237280,237300,1193,1625
237300,237320,1613,1485
237300,237320,1193,1210
237320,237340,1613,1485
237340,237360,1613,1485
237340,237360,1401,1658
237360,237380,1613,1485
237380,237400,1613,1485
237380,237400,1193,1658
237380,237400,1115,1625
237400,237420,1613,1485
237400,237420,1193,1391
237420,237440,1613,1485
237420,237440,1193,1658
237420,237440,1391,1658
237440,237460,1613,1485
237440,237460,1391,1658
237460,237480,1613,1485
237480,237500,1613,1485
237500,237520,1613,1485
237520,237540,1193,1352
237520,237540,1613,1485
237540,237560,1613,1485
237560,237580,1613,1485
237560,237580,1115,1625
237580,237600,1613,1485
237580,237600,1181,1205
237600,237620,1613,1485
237620,237640,1613,1485
237620,237640,1210,1625
237640,237660,1613,1485
237640,237660,1210,1625
237660,237680,1613,1485
237680,237700,1613,1485
237680,237700,1210,1658
237680,237700,1115,1658
237700,237720,1193,1378
237700,237720,1613,1485
237720,237740,1193,1378
237720,237740,1613,1485
237720,237740,1115,1658
237740,237760,1115,1210
237740,237760,1613,1485
237740,237760,1210,1658
237740,237760,1115,1658
237740,237760,1181,1205
237760,237780,1115,1210
237760,237780,1613,1485
237760,237780,1210,1658
237760,237780,1181,1625
237760,237780,1115,1658
237760,237780,1181,1205
237780,237800,1115,1210
237780,237800,1613,1485
237780,237800,1210,1658
237800,237820,1115,1210
237800,237820,1193,1378
237800,237820,1613,1485
237800,237820,1210,1658
237800,237820,1115,1658
237840,237860,1115,1210
237860,237880,1115,1210
237880,237900,1115,1193
237900,237920,1210,1658
237920,237940,1193,1625
237940,237960,1115,1658
237980,238000,1193,1658
237980,238000,1181,1205
238000,238020,1181,1205
238080,238100,1115,1378
238100,238120,1115,1378
238120,238140,1295,1625
238140,238160,1295,1625
238160,238180,1210,1658
238160,238180,1295,1625
238180,238200,1295,1625
238200,238220,1210,1295
238200,238220,1295,1416
238200,238220,1295,1625
238200,238220,1181,1205
238220,238240,1307,1625
238220,238240,1115,1295
238220,238240,1295,1307
238220,238240,1295,1416
238220,238240,1295,1625
238240,238260,1193,1210
238240,238260,1295,1307
238240,238260,1295,1625
238260,238280,1115,1378
238280,238300,1115,1378
238300,238320,1295,1307
238300,238320,1295,1625
238320,238340,1193,1210
238320,238340,1295,1307
238320,238340,1295,1625
238320,238340,1181,1205
238340,238360,1193,1210
238340,238360,1295,1307
238360,238380,1295,1307
238360,238380,1115,1625
238360,238380,1181,1205
238380,238400,1295,1307
238380,238400,1115,1625
238380,238400,1295,1625
238400,238420,1115,1210
238400,238420,1193,1416
238400,238420,1115,1625
238400,238420,1295,1625
238420,238440,1193,1210
238420,238440,1115,1378
238420,238440,1295,1625
238440,238460,1193,1210
238440,238460,1115,1378
238440,238460,1295,1625
238460,238480,1210,1295
238460,238480,1210,1378
238460,238480,1115,1378
238460,238480,1295,1625
238480,238500,1210,1295
238480,238500,1115,1378
238480,238500,1295,1625
238480,238500,1210,1625
238500,238520,1115,1210
238500,238520,1210,1295
238500,238520,1115,1378
238500,238520,1295,1625
238500,238520,1210,1625
238520,238540,1115,1210
238520,238540,1210,1378
238520,238540,1115,1378
238520,238540,1115,1625
238520,238540,1295,1625
238540,238560,1115,1378
238540,238560,1295,1625
238560,238580,1115,1378
238560,238580,1295,1625
238580,238600,1115,1378
238580,238600,1295,1625
238600,238620,1115,1378
238600,238620,1295,1625
238620,238640,1181,1210
238620,238640,1193,1210
238620,238640,1115,1378
238620,238640,1295,1625
238640,238660,1115,1378
238640,238660,1295,1625
238660,238680,1193,1416
238660,238680,1115,1378
238660,238680,1295,1625
238680,238700,1193,1416
238680,238700,1115,1378
238680,238700,1295,1625
238700,238720,1115,1210
238700,238720,1210,1378
238700,238720,1115,1378
238700,238720,1295,1625
238720,238740,1210,1295
238720,238740,1210,1378
238720,238740,1181,1701
238740,238760,1115,1210
238740,238760,1295,1307
238740,238760,1115,1658
238740,238760,1210,1378
238740,238760,1295,1625
238760,238780,1115,1210
238760,238780,1307,1625
238760,238780,1295,1307
238760,238780,1115,1658
238760,238780,1210,1378
238760,238780,1295,1625
238760,238780,1181,1701
238780,238800,1115,1210
238780,238800,1307,1625
238780,238800,1210,1658
238780,238800,1295,1307
238780,238800,1115,1658
238780,238800,1210,1378
238780,238800,1115,1378
238780,238800,1295,1625
238780,238800,1181,1701
238800,238820,1115,1210
238800,238820,1210,1378
238800,238820,1115,1378
238800,238820,1181,1701
238820,238840,1115,1210
238820,238840,1193,1416
238820,238840,1295,1658
238820,238840,1210,1378
238820,238840,1115,1378
238820,238840,1295,1625
238820,238840,1181,1701
238840,238860,1115,1210
238840,238860,1193,1416
238840,238860,1625,1658
238840,238860,1295,1658
238840,238860,1210,1378
238840,238860,1115,1378
238840,238860,1295,1625
238840,238860,1181,1701
238860,238880,1115,1210
238860,238880,1193,1416
238860,238880,1625,1658
238860,238880,1295,1658
238860,238880,1210,1378
238860,238880,1115,1378
238860,238880,1295,1625
238860,238880,1181,1701
238880,238900,1193,1416
238880,238900,1210,1378
238880,238900,1115,1378
238880,238900,1115,1625
238880,238900,1181,1701
238900,238920,1115,1210
238900,238920,1193,1416
238900,238920,1210,1378
238900,238920,1115,1378
238900,238920,1181,1701
238900,238920,1210,1625
238920,238940,1115,1210
238920,238940,1193,1416
238920,238940,1210,1378
238920,238940,1378,1625
238920,238940,1115,1378
238920,238940,1115,1625
238920,238940,1181,1701
238920,238940,1210,1625
238940,238960,1115,1210
238940,238960,1193,1416
238940,238960,1210,1378
238940,238960,1115,1378
238940,238960,1181,1701
238960,238980,1115,1210
238960,238980,1193,1416
238960,238980,1210,1378
238960,238980,1115,1378
238960,238980,1181,1701
238980,239000,1115,1210
238980,239000,1193,1416
238980,239000,1210,1378
238980,239000,1115,1378
239000,239020,1115,1210
239000,239020,1193,1416
239000,239020,1210,1378
239000,239020,1115,1378
239000,239020,1181,1701
239020,239040,1115,1210
239020,239040,1210,1378
239020,239040,1115,1378
239020,239040,1181,1701
239040,239060,1115,1210
239040,239060,1210,1378
239040,239060,1115,1378
239040,239060,1193,1205
239040,239060,1181,1701
239060,239080,1115,1210
239060,239080,1193,1416
239060,239080,1362,1625
239060,239080,1210,1378
239060,239080,1115,1378
239080,239100,1115,1210
239080,239100,1193,1416
239080,239100,1210,1378
239080,239100,1115,1378
239100,239120,1115,1210
239100,239120,1193,1416
239100,239120,1362,1625
239100,239120,1210,1378
239100,239120,1115,1378
239100,239120,1181,1701
239120,239140,1115,1210
239120,239140,1193,1416
239120,239140,1362,1625
239120,239140,1210,1378
239120,239140,1115,1378
239120,239140,1181,1701
239140,239160,1115,1210
239140,239160,1193,1416
239140,239160,1210,1378
239140,239160,1115,1378
239160,239180,1115,1210
239160,239180,1193,1416
239160,239180,1210,1378
239160,239180,1115,1378
239180,239200,1115,1210
239180,239200,1193,1416
239180,239200,1210,1378
239180,239200,1115,1378
239180,239200,1181,1701
239200,239220,1115,1210
239200,239220,1193,1416
239200,239220,1362,1625
239200,239220,1210,1378
239200,239220,1115,1378
239200,239220,1181,1701
239220,239240,1115,1210
239220,239240,1193,1416
239220,239240,1210,1378
239220,239240,1115,1378
239220,239240,1181,1701
239240,239260,1115,1210
239240,239260,1210,1378
239240,239260,1115,1378
239260,239280,1115,1210
239260,239280,1193,1416
239260,239280,1210,1378
239260,239280,1115,1378
239280,239300,1115,1210
239280,239300,1193,1416
239280,239300,1362,1625
239280,239300,1210,1378
239280,239300,1115,1378
239280,239300,1295,1625
239280,239300,1181,1701
239300,239320,1115,1210
239300,239320,1193,1416
239300,239320,1362,1625
239300,239320,1210,1378
239300,239320,1115,1378
239300,239320,1295,1625
239300,239320,1181,1701
239320,239340,1362,1625
239320,239340,1181,1701
239340,239360,1193,1416
239340,239360,1362,1625
239340,239360,1115,1378
239340,239360,1181,1701
239360,239380,1115,1210
239360,239380,1193,1416
239360,239380,1210,1378
239360,239380,1181,1701
239380,239400,1193,1416
239380,239400,1362,1625
239380,239400,1210,1378
239380,239400,1181,1701
239400,239420,1193,1416
239400,239420,1362,1625
239400,239420,1210,1378
239400,239420,1181,1701
239420,239440,1193,1416
239420,239440,1181,1701
239440,239460,1193,1416
239440,239460,1210,1378
239460,239480,1115,1210
239460,239480,1181,1701
239480,239500,1115,1210
239480,239500,1205,1295
239480,239500,1210,1378
239480,239500,1115,1378
239480,239500,1181,1701
239500,239520,1210,1378
239500,239520,1115,1378
239500,239520,1193,1205
239500,239520,1181,1701
239520,239540,1115,1210
239520,239540,1181,1701
239540,239560,1115,1210
239540,239560,1295,1701
239540,239560,1193,1416
239540,239560,1210,1378
239540,239560,1193,1205
239540,239560,1181,1701
239560,239580,1295,1658
239560,239580,1115,1378
239560,239580,1181,1701
239580,239600,1181,1701
239600,239620,1193,1205
239600,239620,1181,1701
239620,239640,1115,1210
239620,239640,1115,1307
239640,239660,1115,1210
239640,239660,1115,1307
239640,239660,1181,1701
239660,239680,1115,1210
239660,239680,1115,1307
239660,239680,1181,1701
239680,239700,1115,1210
239680,239700,1115,1307
239680,239700,1181,1701
239680,239700,1210,1307
239700,239720,1115,1210
239700,239720,1115,1307
239720,239740,1115,1210
239720,239740,1115,1307
239740,239760,1115,1307
239740,239760,1181,1701
239760,239780,1115,1210
239760,239780,1115,1307
239760,239780,1295,1625
239780,239800,1115,1210
239780,239800,1115,1307
239780,239800,1362,1625
239780,239800,1295,1625
239800,239820,1115,1210
239800,239820,1115,1307
239820,239840,1115,1210
239820,239840,1115,1307
239820,239840,1193,1385
239820,239840,1181,1701
239820,239840,1210,1307
239840,239860,1115,1210
239840,239860,1115,1307
239840,239860,1181,1701
239860,239880,1115,1210
239860,239880,1115,1307
239860,239880,1115,1378
239880,239900,1115,1210
239880,239900,1193,1385
239880,239900,1181,1701
239900,239920,1115,1210
239900,239920,1115,1307
239900,239920,1181,1701
239920,239940,1115,1210
239920,239940,1115,1307
239920,239940,1181,1701
239920,239940,1210,1307
239940,239960,1115,1210
239940,239960,1181,1701
239940,239960,1210,1307
239960,239980,1115,1210
239960,239980,1181,1701
239960,239980,1210,1307
239980,240000,1115,1210
239980,240000,1115,1307
239980,240000,1295,1658
239980,240000,1115,1378
239980,240000,1210,1307
240000,240020,1115,1210
240000,240020,1193,1385
240000,240020,1295,1658
240000,240020,1210,1307
240020,240040,1115,1210
240020,240040,1115,1307
240020,240040,1295,1658
240020,240040,1210,1307
240040,240060,1115,1210
240040,240060,1115,1307
240040,240060,1295,1658
240040,240060,1181,1701
240040,240060,1210,1307
240060,240080,1115,1210
240060,240080,1115,1307
240060,240080,1295,1658
240060,240080,1181,1701
240060,240080,1210,1307
240080,240100,1115,1210
